UniqueID,County,Location,PatronName,Patron,TroupeName,PerformerType,VenueName,VenueType,EventType,FromDate,FromDateYear,ToDate,ToDateYear,Auspices,PerformanceSpace,County Population,Latitude,Longitude
253,Somerset,Bridgwater,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,Town Hall,Town Hall,Performance,12/9/1584,1584/12/09,12/9/1584,1584/12/09,Civic,Hall,154845,51.127889,-3.003632
254,Warwickshire,Coventry,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1580,1580/11/01,10/31/1581,1581/10/31,Civic,Hall,50960,52.406822,-1.519693
255,Warwickshire,Coventry,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581/11/01,10/31/1582,1582/10/31,Civic,Hall,50960,52.406822,-1.519693
256,Warwickshire,Coventry,Henry Berkeley (1534-1613),Henry Berkeley,Lord Berkeley's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583/11/01,10/31/1584,1584/10/31,Civic,Hall,50960,52.406822,-1.519693
257,Shropshire,Ludlow,William Cecil (1520-1598),William Cecil,Lord Burghley's Players,Players,unknown,unknown,Performance,12/1/1580,1580/12/01,12/1/1580,1580/12/01,,,85677,52.367749,-2.713913
258,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584/11/01,10/31/1585,1585/10/31,Civic,Hall,50960,52.406822,-1.519693
259,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1588,1588/11/01,10/31/1589,1589/10/31,Civic,Hall,50960,52.406822,-1.519693
260,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
261,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1586,1586/11/01,10/31/1587,1587/10/31,Civic,Hall,50960,52.406822,-1.519693
262,Norfolk,Norwich,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Players (1),Players,Common Hall,Town Hall,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,Civic,Hall,140581,52.630886,1.297355
263,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
264,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581/11/01,10/31/1582,1582/10/31,Civic,Hall,50960,52.406822,-1.519693
265,Kent,Maidstone,Henry Carey (1526-1596),Henry Carey,Lord Chamberlain's Players (2),Players,Town Hall,Town Hall,Performance,11/2/1584,1584/11/02,11/2/1585,1585/11/02,,,136710,51.270363,0.522699
266,Cheshire,Lyme Park,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Lyme Park,Private Residence,Performance,1/1/1590,1590/01/01,6/2/1636,1636/06/02,,,68840,53.338167,-2.055107
267,Devon,Exeter,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Guildhall,Guildhall,Performance,3/15/1585,1585/03/15,3/15/1585,1585/03/15,Civic,Hall,239662,50.718412,-3.533899
268,Gloucestershire,Gloucester,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Boothall,Town Hall,Performance,1/11/1584,1584/01/11,1/11/1584,1584/01/11,Civic,,106828,51.864245,-2.238156
269,Gloucestershire,Gloucester,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Boothall,Town Hall,Performance,11/7/1582,1582/11/07,11/7/1582,1582/11/07,Civic,,106828,51.864245,-2.238156
270,Gloucestershire,Gloucester,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Boothall,Town Hall,Performance,12/28/1589,1589/12/28,12/28/1589,1589/12/28,Civic,,106828,51.864245,-2.238156
271,Kent,Dover,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,unknown,unknown,Performance,8/13/1586,1586/08/13,8/13/1586,1586/08/13,,,136710,51.127876,1.313403
272,Norfolk,Norwich,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Common Hall,Town Hall,Performance,10/19/1583,1583/10/19,10/19/1583,1583/10/19,Civic,Hall,140581,52.630886,1.297355
273,Norfolk,Norwich,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Common Hall,Town Hall,Performance,9/29/1588,1588/09/29,9/28/1589,1589/09/28,Civic,Hall,140581,52.630886,1.297355
274,Shropshire,Ludlow,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,unknown,unknown,Performance,10/28/1581,1581/10/28,10/27/1582,1582/10/27,,,85677,52.367749,-2.713913
275,Somerset,Bath,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Guildhall,Guildhall,Performance,6/16/1583,1583/06/16,6/15/1584,1584/06/15,Civic,Hall,154845,51.375801,-2.359904
276,Somerset,Bath,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Guildhall,Guildhall,Performance,6/11/1582,1582/06/11,6/15/1583,1583/06/15,Civic,Hall,154845,51.375801,-2.359904
277,Sussex,Rye,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,unknown,unknown,Performance,5/5/1590,1590/05/05,5/5/1590,1590/05/05,,,101245,50.949708,0.73726
278,Warwickshire,Coventry,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1586,1586/11/01,10/31/1587,1587/10/31,Civic,Hall,50960,52.406822,-1.519693
279,Yorkshire,York,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Players,Players,Common Hall,Guildhall,Performance,5/1/1587,1587/05/01,5/31/1587,1587/05/31,Civic,Hall,353483,53.959965,-1.087298
280,Gloucestershire,Gloucester,Giles Brydges (1548-1594),Giles Brydges,Lord Chandos's Puppet Players,Puppet Players,Boothall,Town Hall,Performance,6/30/1590,1590/06/30,6/30/1590,1590/06/30,Civic,,106828,51.864245,-2.238156
281,Cheshire,Congleton,John Darcy (1530-1602),John Darcy,Lord Darcy's Players,Players,Congleton,Private Residence,Performance,3/25/1589,1589/03/25,6/23/1589,1589/06/23,,,68840,53.162856,-2.218923
282,Cheshire,Congleton,John Darcy (1530-1602),John Darcy,Lord Darcy's Players,Players,Congleton,Private Residence,Performance,12/25/1589,1589/12/25,3/24/1590,1590/03/24,,,68840,53.162856,-2.218923
283,Devon,Exeter,Edward Sutton (1515-1586),Edward Sutton,Lord Dudley's Musicians,Musicians,Guildhall,Guildhall,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,Civic,Hall,239662,50.718412,-3.533899
284,Warwickshire,Coventry,Edward Sutton (1515-1586),Edward Sutton,Lord Dudley's Players (1),Players,St. Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,,,50960,52.406822,-1.519693
285,Lancashire,Knowsley,Edward Sutton (1567-1643),Edward Sutton,Lord Dudley's Players (2),Players,Knowsley Hall,Private Residence,Performance,8/31/1589,1589/08/31,9/6/1589,1589/09/06,Domestic,,232654,53.454594,-2.852907
286,Warwickshire,Coventry,Charles Howard (1536-1624),Charles Howard,Lord Howard's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583/11/01,10/31/1584,1584/10/31,Civic,Hall,50960,52.406822,-1.519693
287,Oxfordshire,Oxford,Charles Howard (1536-1624),Charles Howard,Lord Howard's Players,Players,unknown,unknown,Performance,7/17/1587,1587/07/17,7/16/1588,1588/07/16,,,51126,51.752021,-1.257726
288,Gloucestershire,Bristol,"Lord Hunsdon, Lord Morley",,"Lord Hunsdon, Lord Morley",Player/s,Guildhall,Guildhall,Performance,6/8/1583,1583/06/08,6/8/1583,1583/06/08,Civic,Hall,106828,51.454513,-2.58791
289,Warwickshire,Coventry,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
290,Devon,Exeter,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Guildhall,Guildhall,Performance,6/25/1582,1582/06/25,7/31/1583,1583/07/31,,,239662,50.718412,-3.533899
291,Gloucestershire,Gloucester,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Boothall,Town Hall,Performance,7/19/1582,1582/07/19,12/6/1582,1582/12/06,Civic,,106828,51.864245,-2.238156
292,Gloucestershire,Gloucester,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Boothall,Town Hall,Performance,6/19/1582,1582/06/19,12/6/1582,1582/12/06,,,106828,51.864245,-2.238156
293,Kent,Dover,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,unknown,unknown,Performance,6/12/1585,1585/06/12,6/12/1585,1585/06/12,,,136710,51.127876,1.313403
294,Norfolk,Norwich,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Common Hall,Town Hall,Performance,9/29/1582,1582/09/29,9/28/1583,1583/09/28,Civic,Hall,140581,52.630886,1.297355
295,Norfolk,Norwich,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,unknown,unknown,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,,,140581,52.630886,1.297355
296,Shropshire,Ludlow,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,unknown,unknown,Performance,7/31/1582,1582/07/31,7/31/1582,1582/07/31,,,85677,52.367749,-2.713913
297,Somerset,Bath,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Guildhall,Guildhall,Performance,6/11/1582,1582/06/11,6/15/1583,1583/06/15,,,154845,51.375801,-2.359904
298,Somerset,Bath,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Guildhall,Guildhall,Performance,6/16/1583,1583/06/16,6/30/1583,1583/06/30,,,154845,51.375801,-2.359904
299,Yorkshire,York,Henry Carey (1526-1596),Henry Carey,Lord Hunsdon's Players (1),Players,Common Hall,Town Hall,Performance,9/8/1581,1581/09/08,9/8/1581,1581/09/08,,,353483,53.959965,-1.087298
300,Newcastle upon Tyne,Newcastle,William Stanley (1528-1581),William Stanley,Lord Monteagle's Players,Players,Merchants' Court,Guildhall,Performance,11/27/1580,1580/11/27,12/3/1580,1580/12/03,Civic,Hall,53192,54.978252,-1.61778
301,Warwickshire,Coventry,William Stanley (1528-1581),William Stanley,Lord Monteagle's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1580,1580/11/01,12/31/1581,1581/12/31,Civic,Hall,50960,52.406822,-1.519693
302,Warwickshire,Coventry,Lewis Mordaunt (1538-1601),Lewis Mordaunt,Lord Mordaunt's Players,Men,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
303,Gloucestershire,Gloucester,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,Boothall,Town Hall,Performance,7/18/1582,1582/07/18,7/18/1582,1582/07/18,Civic,,106828,51.864245,-2.238156
304,Kent,Folkestone,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,Town Hall,Town Hall,Performance,9/8/1581,1581/09/08,9/8/1582,1582/09/08,,,136710,51.081397,1.169456
305,Kent,Canterbury,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,unknown,unknown,Performance,2/6/1582,1582/02/06,9/28/1582,1582/09/28,,,136710,51.280233,1.078909
306,Lancashire,Smithills,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,Smithills Hall,Private Residence,Performance,7/1/1586,1586/07/01,7/7/1586,1586/07/07,Domestic,Hall,232654,53.612167,-2.484249
307,Norfolk,Norwich,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,Common Hall,Town Hall,Performance,9/29/1583,1583/09/29,9/28/1584,1584/09/28,Civic,Hall,140581,52.630886,1.297355
308,Warwickshire,Coventry,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,St Mary's Guildhall,Guildhall,Performance,11/1/1581,1581/11/01,10/31/1582,1582/10/31,Civic,Hall,50960,52.406822,-1.519693
309,Westmorland,Kendal,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (1),Players,Town Hall,Town Hall,Performance,11/11/1585,1585/11/11,11/11/1585,1585/11/11,Civic,,54323,54.328006,-2.74629
310,Gloucestershire,Bristol,Edward Parker (1551-1618),Edward Parker,Lord Morley's Players (2),Players,Guildhall,Guildhall,Performance,6/8/1583,1583/06/08,6/8/1583,1583/06/08,Civic,Hall,106828,51.454513,-2.58791
311,Warwickshire,Coventry,William Blount (1561-1594),William Blount,Lord Mountjoy's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583/11/01,10/31/1584,1584/10/31,Civic,Hall,50960,52.406822,-1.519693
312,Warwickshire,Coventry,William Blount (1561-1594),William Blount,Lord Mountjoy's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
313,Gloucestershire,Gloucester,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,Boothall,Town Hall,Performance,6/20/1580,1580/06/20,6/20/1580,1580/06/20,Civic,,106828,51.864245,-2.238156
314,Gloucestershire,Bristol,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,Guildhall,Guildhall,Performance,6/26/1580,1580/06/26,7/2/1580,1580/07/02,Civic,Hall,106828,51.454513,-2.58791
315,Kent,Fordwich,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,Town Hall,Town Hall,Performance,12/2/1583,1583/12/02,12/8/1584,1584/12/08,,,136710,51.295143,1.124467
316,Kent,Dover,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,unknown,unknown,Performance,11/14/1584,1584/11/14,11/28/1584,1584/11/28,,,136710,51.127876,1.313403
317,Norfolk,Norwich,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,unknown,unknown,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,,,140581,52.630886,1.297355
318,Somerset,Bath,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,Guildhall,Guildhall,Performance,5/1/1585,1585/05/01,6/16/1585,1585/06/16,Civic,Hall,154845,51.375801,-2.359904
319,Somerset,Bath,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,Guildhall,Guildhall,Performance,6/13/1580,1580/06/13,6/15/1581,1581/06/15,Civic,Hall,154845,51.375801,-2.359904
320,Warwickshire,Coventry,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584/11/01,10/31/1585,1585/10/31,Civic,Hall,50960,52.406822,-1.519693
321,Warwickshire,Coventry,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
322,Warwickshire,Coventry,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1583,1583/11/01,10/31/1584,1584/10/31,Civic,Hall,50960,52.406822,-1.519693
323,Warwickshire,Coventry,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Sheffield's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
324,Devon,Exeter,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Guildhall,Guildhall,Performance,3/24/1586,1586/03/24,9/28/1586,1586/09/28,Civic,Hall,239662,50.718412,-3.533899
325,Devon,Barnstaple,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Guildhall (2),Guildhall,Performance,9/29/1585,1585/09/29,9/28/1586,1586/09/28,Civic,Hall,239662,51.07816,-4.058338
326,Gloucestershire,Gloucester,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Boothall,Town Hall,Performance,11/30/1582,1582/11/30,5/26/1583,1583/05/26,Civic,,106828,51.864245,-2.238156
327,Gloucestershire,Gloucester,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Boothall,Town Hall,Performance,7/18/1582,1582/07/18,9/28/1582,1582/09/28,Civic,,106828,51.864245,-2.238156
328,Gloucestershire,Gloucester,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Boothall,Town Hall,Performance,5/2/1584,1584/05/02,5/2/1584,1584/05/02,Civic,,106828,51.864245,-2.238156
329,Gloucestershire,Gloucester,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Boothall,Town Hall,Performance,9/29/1584,1584/09/29,9/28/1585,1585/09/28,Civic,,106828,51.864245,-2.238156
330,Kent,Lydd,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Common House,Town Hall,Performance,7/22/1582,1582/07/22,7/22/1583,1583/07/22,,,136710,50.950945,0.906589
331,Kent,Fordwich,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Town Hall,Town Hall,Performance,1/8/1581,1581/01/08,1/8/1582,1582/01/08,,,136710,51.295143,1.124467
332,Kent,Dover,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,unknown,unknown,Performance,9/8/1581,1581/09/08,9/8/1581,1581/09/08,,,136710,51.127876,1.313403
333,Kent,Dover,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,unknown,unknown,Performance,9/8/1582,1582/09/08,9/8/1583,1583/09/08,,,136710,51.127876,1.313403
334,Norfolk,Norwich,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Common Hall,Town Hall,Performance,10/19/1583,1583/10/19,10/19/1583,1583/10/19,Civic,Hall,140581,52.630886,1.297355
335,Shropshire,Shrewsbury,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Booth Hall,Town Hall,Performance,9/29/1581,1581/09/29,9/28/1582,1582/09/28,Civic,Hall,85677,52.707303,-2.755327
336,Somerset,Bath,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Guildhall,Guildhall,Performance,6/11/1582,1582/06/11,6/15/1583,1583/06/15,Civic,Hall,154845,51.375801,-2.359904
337,Somerset,Bridgwater,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Men,Town Hall,Town Hall,Performance,10/23/1587,1587/10/23,10/23/1587,1587/10/23,Civic,Hall,154845,51.127889,-3.003632
338,Sussex,Rye,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,unknown,unknown,Performance,2/17/1589,1589/02/17,2/17/1589,1589/02/17,,,101245,50.949708,0.73726
339,Warwickshire,Coventry,Edmund Sheffield (1565-1646),Edmund Sheffield,Lord Stafford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584/11/01,10/31/1585,1585/10/31,Civic,Hall,50960,52.406822,-1.519693
340,Warwickshire,Coventry,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
341,Warwickshire,Coventry,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587/11/01,10/31/1588,1588/10/31,Civic,Hall,50960,52.406822,-1.519693
342,Warwickshire,Coventry,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,St. Mary's Guildhall,Guildhall,Performance,11/1/1584,1584/11/01,10/31/1585,1585/10/31,,,50960,52.406822,-1.519693
343,Yorkshire,York,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Common Hall,Guildhall,Performance,6/3/1582,1582/06/03,11/10/1582,1582/11/10,Ecclesiastic,Hall,353483,53.959965,-1.087298
344,Yorkshire,York,Edward Stafford (1536-1603),Edward Stafford,Lord Stafford's Players,Players,Common Hall,Guildhall,Performance,10/6/1587,1587/10/06,10/6/1587,1587/10/06,Civic,Hall,353483,53.959965,-1.087298
345,Devon,Exeter,Robert Dudley (1532-1588),Robert Dudley,Lord Steward's Players,Players,Guildhall,Guildhall,Performance,9/29/1587,1587/09/29,9/28/1588,1588/09/28,Civic,Hall,239662,50.718412,-3.533899
346,Dorset,Lyme Regis,Robert Dudley (1532-1588),Robert Dudley,Lord Steward's Players,Players,Town Hall,Town Hall,Performance,4/28/1588,1588/04/28,4/28/1588,1588/04/28,,,66022,50.725156,-2.936639
347,Devon,Exeter,John Stourton (1553-1588),John Stourton,Lord Stourton's Players,Players,Guildhall,Guildhall,Performance,6/28/1585,1585/06/28,6/28/1585,1585/06/28,Civic,Hall,239662,50.718412,-3.533899
348,Warwickshire,Coventry,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1588,1588/11/01,10/31/1589,1589/10/31,Civic,Hall,50960,52.406822,-1.519693
349,Devon,Plymouth,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Guildhall,Guildhall,Performance,9/29/1581,1581/09/29,5/1/1582,1582/05/01,Civic,Hall,239662,50.375457,-4.142656
350,Devon,Barnstaple,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Guildhall (2),Guildhall,Performance,9/29/1583,1583/09/29,9/28/1584,1584/09/28,Civic,Hall,239662,51.07816,-4.058338
351,Gloucestershire,Gloucester,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Boothall,Town Hall,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,Civic,,106828,51.864245,-2.238156
352,Gloucestershire,Bristol,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Guildhall,Guildhall,Performance,11/20/1580,1580/11/20,11/26/1580,1580/11/26,Civic,Hall,106828,51.454513,-2.58791
353,Gloucestershire,Bristol,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Guildhall,Guildhall,Performance,3/26/1581,1581/03/26,4/1/1581,1581/04/01,Civic,Hall,106828,51.454513,-2.58791
354,Kent,Lydd,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Common House,Town Hall,Performance,6/22/1580,1580/06/22,7/22/1581,1581/07/22,,,136710,50.950945,0.906589
355,Kent,Canterbury,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,unknown,unknown,Performance,9/29/1580,1580/09/29,9/28/1581,1581/09/28,,,136710,51.280233,1.078909
356,Lancashire,Prescot,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Knowsley Hall,Private Residence,Performance,12/30/1587,1587/12/30,12/30/1587,1587/12/30,,,232654,53.433447,-2.801529
357,Lancashire,Ormskirk,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Lathom House,Private Residence,Performance,12/31/1588,1588/12/31,12/31/1588,1588/12/31,,,232654,53.568935,-2.885057
358,Lancashire,Ormskirk,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Lathom House,Private Residence,Performance,1/5/1589,1589/01/05,1/5/1589,1589/01/05,,,232654,53.568935,-2.885057
359,Lancashire,Ormskirk,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Lathom House,Private Residence,Performance,2/15/1590,1590/02/15,2/21/1590,1590/02/21,,,232654,53.568935,-2.885057
360,Somerset,Bath,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,Guildhall,Guildhall,Performance,6/13/1580,1580/06/13,6/15/1581,1581/06/15,Civic,Hall,154845,51.375801,-2.359904
361,Sussex,Rye,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,unknown,unknown,Performance,12/19/1580,1580/12/19,12/19/1580,1580/12/19,,,101245,50.949708,0.73726
362,Warwickshire,Coventry,Ferdinando Stanley (1559-1594),Ferdinando Stanley,Lord Strange's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587/11/01,10/31/1588,1588/10/31,Civic,Hall,50960,52.406822,-1.519693
363,Warwickshire,Coventry,William Vaux (1535-1595),William Vaux,Lord Vaux's Bearward,Bearward,St Mary's Guildhall,Guildhall,Performance,11/1/1584,1584/11/01,10/31/1585,1585/10/31,Civic,Hall,50960,52.406822,-1.519693
364,Lincolnshire,Grimsby,Charles Willoughby (1536-1612),Charles Willoughby,Lord Willoughby's Players,Players,Town Hall,Town Hall,Performance,9/29/1584,1584/09/29,9/29/1585,1585/09/29,,,158725,53.567471,-0.080784
365,Gloucestershire,Gloucester,Edmund Tilney (1535-1610),Edmund Tilney,Master of the Revels' Players,Players,Boothall,Town Hall,Performance,9/29/1583,1583/09/29,12/22/1583,1583/12/22,Civic,,106828,51.864245,-2.238156
366,Shropshire,Ludlow,Edmund Tilney (1535-1610),Edmund Tilney,Master of the Revels' Players,Players,unknown,unknown,Performance,12/7/1583,1583/12/07,12/7/1583,1583/12/07,,,85677,52.367749,-2.713913
367,Somerset,Bath,Edmund Tilney (1535-1610),Edmund Tilney,Master of the Revels' Players,Players,Guildhall,Guildhall,Performance,6/16/1583,1583/06/16,6/15/1584,1584/06/15,Civic,Hall,154845,51.375801,-2.359904
368,Somerset,Bridgwater,Henry Berkeley (1534-1613),Henry Berkeley,Mr Berkeley's Players,Players,Town Hall,Town Hall,Performance,12/1/1583,1583/12/01,12/28/1583,1583/12/28,Civic,Hall,154845,51.127889,-3.003632
369,Warwickshire,Coventry,Henry Cavendish (1550-1616),Henry Cavendish,Mr Cavendish's Players,Players,St Mary's Guildhall,Guildhall,Performance,11/1/1585,1585/11/01,10/31/1586,1586/10/31,Civic,Hall,50960,52.406822,-1.519693
370,Warwickshire,Coventry,Henry Cavendish (1550-1616),Henry Cavendish,Mr. Cavendish's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1587,1587/11/01,10/31/1588,1588/10/31,Civic,Hall,50960,52.406822,-1.519693
371,Lancashire,Smithills,John Atherton (1557-1617),John Atherton,Mr. John Atherton's Musician,Musician,Smithills Hall,Private Residence,Performance,7/23/1587,1587/07/23,7/25/1587,1587/07/25,Domestic,Hall,232654,53.612167,-2.484249
372,Warwickshire,Coventry,Andrew Nowell (1552-1607),Andrew Nowell,Mr. Nowell's Musicians,Musicians,St Mary's Guildhall,Guildhall,Performance,11/1/1582,1582/11/01,10/31/1583,1583/10/31,Civic,Hall,50960,52.406822,-1.519693
